"CASE";"SERIAL";"REF";"QUESTNNR";"MODE";"STARTED";"DM01";"DM01_07";"DM01_08";"DM02_01";"DM05";"DM06";"DM06_01";"DM06_02";"DM06_03";"DM06_04";"DM06_05";"DM06_06";"DM06_07";"DM06_08";"DM06_09";"DM06_10";"DM06_11";"DM06_11a";"DM07";"DM07_01";"DM07_02";"DM07_03";"DM07_04";"DM07_05";"O101_01";"O101_02";"O101_12";"O101_03";"O101_04";"O101_16";"O101_05";"O101_15";"O101_06";"O101_07";"O101_08";"O101_17";"O102_01";"O102_02";"O103_01";"O103_02";"O103_03";"O103_04";"O103_05";"O103_06";"S101";"S101_01";"S101_02";"S101_03";"S101_04";"S101_06";"S101_06a";"S103";"S110";"S104";"S104_01";"S104_02";"S104_03";"S104_04";"S104_05";"S104_07";"S104_08";"S104_09";"S104_09a";"S105";"S105_01";"S105_02";"S105_03";"S105_04";"S105_04a";"S111";"S111s";"S106";"S106_01";"S106_02";"S106_03";"S106_04";"S106_05";"S106_06";"S112";"S112_01";"S112_02";"S112_03";"S112_04";"S112_05";"S112_06";"S112_07";"S112_08";"S112_08a";"S113";"S201_02";"S201_03";"S201_04";"S201_06";"S201_09";"S201_01";"S201_10";"S202";"S203";"S203_01";"S203_02";"S203_03";"S203_04";"S203_08";"S203_07";"S203_05";"S203_06";"S203_06a";"S204_01";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME_SUM";"MAILSENT";"LASTDATA";"FINISHED";"Q_VIEWER";"LASTPAGE";"MAXPAGE";"MISSING";"MISSREL";"TIME_RSI";"DEG_TIME"
777;;;"base";"interview";2021-03-12 12:07:17;2;;;"3";-1;3;2;2;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;5;1;1;6;4;2;6;3;6;6;5;5;2;2;-1;-1;-1;-1;-1;-1;3;1;1;2;2;2;"Matlab";2;2;2;1;1;1;2;2;1;1;1;;-1;1;1;1;1;;-1;;5;1;2;2;2;2;2;-2;1;1;1;1;1;1;1;1;;2;6;6;6;5;5;6;6;2;-2;1;1;1;1;1;1;1;1;;"-Providing step-by-step supporting information besides the results. 
-Listing all the assumptions.

";4;77;76;250;313;264;984;;2021-03-12 12:23:41;1;0;6;6;0;0;1.04;21
782;;;"base";"interview";2021-03-12 15:41:28;3;;;"10";1;2;1;1;1;2;1;1;1;1;1;2;1;;1;1;2;1;1;1;2;2;3;4;4;3;4;4;3;6;5;1;2;2;5;4;3;4;6;3;2;1;2;1;2;1;;2;2;2;1;2;1;2;1;1;1;1;;3;2;2;2;1;;-2;"GPL";3;1;2;2;1;1;2;-1;1;1;1;1;1;1;1;1;;4;5;4;4;3;4;6;6;4;4;2;1;1;1;1;2;2;2;"LPJ-GUESS model that we frequenctly use is not openly licensed by the main development group in Lund.";"Include/require resources in project/grant proposals for making research reprodicable.  Offer more guidance and resources to groups from institutions.";280;32;40;122;132;176;516;;2021-03-12 15:54:30;1;0;6;6;0;0;1.14;18
793;;;"base";"interview";2021-03-12 21:31:40;2;;;"2";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;3;5;4;4;5;3;2;5;5;5;5;2;1;1;5;5;5;3;4;4;2;2;1;1;2;1;;2;2;2;1;1;2;1;1;1;2;1;;1;2;1;1;1;;-1;;4;1;2;2;1;2;2;1;1;1;1;2;1;1;1;1;;3;6;5;5;6;6;4;4;4;3;1;2;1;2;1;1;2;1;;;6;42;20;120;124;68;380;;2021-03-12 21:38:00;1;0;6;6;2;2;1.8;40
794;;;"base";"interview";2021-03-12 23:07:25;4;;;"15";5;3;2;1;1;1;1;1;1;1;2;2;1;;2;1;2;2;1;1;1;6;3;6;1;3;6;6;1;6;3;1;1;1;6;1;1;3;3;5;1;1;1;2;1;1;;1;2;3;2;1;1;2;1;1;1;2;"Yelling at machine";2;2;1;1;2;"jupyter hubs to make sure all members of the team work on the same distribution";-2;"Apache";3;1;2;2;1;1;2;5;2;1;1;2;2;2;1;2;"Creative Commons";3;6;2;6;4;2;5;5;1;-1;1;1;1;1;1;1;1;1;;"recognize that just sharing the code does not gaurantee reprodicibility. Results are very dependent on libraries used, often even operating systems used (famous example where MRI results were treated differently on mac vs windows machines in genetics research because the file sorting algorithm was different for those operating systems)

It is therefore 
- important to consider the entire compute environment used when working towards fully reproducible results
- try to keep this compute environment as lightweight, portable and machine agnostic as possible. Currently containers are a great way of achieving this.

Rolf Hut (yes, I know I broke annonimity...) ";221;75;31;374;170;216;880;;2021-03-12 23:25:32;1;0;6;6;0;0;0.71;0
797;;;"base";"interview";2021-03-13 13:06:39;2;;;"4";2;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;4;4;4;5;4;3;4;3;2;6;5;5;2;2;4;4;4;3;4;3;2;1;1;2;1;2;"Matlab";3;3;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"GNU";4;1;2;2;2;1;2;2;1;1;1;2;2;1;1;1;;2;5;4;5;5;4;5;5;1;-1;1;1;1;1;1;1;1;1;;"Journals should push for open and reproducible code and open data. If researchers do not want to share their code/data, they should be able to give a good reason.
While clear guidelines are helpful, it should also be made relatively easy. There's already a lot we have to do as researchers, so there's limited capacity to also become a ""professional software developer"". I think being too demanding (e.g. as a journal) might put people off, so we should balance the requirements with the effort they involve. That's also true for reviewing. Code reviewing is generally a great idea, but it will make reviewing more time consuming. 
Then I think we should make a distinction depending on the type of paper/code. If it's a paper that presents a new model, for example, then I would require a more thorough code review compared to a paper that just uses that model to produce results. Generally, we should distinguish between research software, i.e. where the focus is on the software itself, and research that uses software. Well written and documented code is always helpful, but quite often specific code used to setup a model for a specific case study simply isn't reused that often. So I think it is potentially unnecessary to expect the same standards (e.g. documentation) in that case.";655;102;37;290;148;840;1431;;2021-03-13 13:41:12;1;0;6;6;0;0;0.59;1
799;;;"base";"interview";2021-03-13 13:51:16;4;;;"15";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;5;3;3;6;4;3;4;3;3;6;5;3;2;1;5;4;3;2;3;1;1;1;1;1;1;2;"Matlab";3;3;1;1;1;1;1;2;1;1;1;;2;2;2;1;1;;-1;;2;1;2;1;1;1;2;-1;1;1;1;1;1;1;1;1;;3;4;3;1;4;3;3;4;4;2;1;1;1;1;1;2;2;1;;"Funding programs offering more funding to develop software for science. Often there are no good funding options to follow up on code developed as part of science research projects. If funding for software for science were more broadly available could have better maintained, accessible, and usable software.";3;44;6;149;111;133;446;;2021-03-13 13:58:42;1;0;6;6;0;0;1.93;78
800;;;"base";"interview";2021-03-13 18:23:46;4;;;"8";4;3;2;1;1;1;1;1;1;1;2;2;1;;1;1;1;2;1;1;4;4;3;5;5;6;5;3;1;5;5;3;2;1;5;5;4;5;4;1;2;2;1;1;2;1;;1;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;1;2;1;1;2;3;1;1;1;2;1;2;2;1;;4;5;6;5;-1;5;5;5;3;4;2;1;1;2;1;2;2;1;;"b";8;68;24;149;114;59;422;;2021-03-13 18:30:49;1;0;6;6;0;0;1.57;28
801;;;"base";"interview";2021-03-13 18:56:12;4;;;"10";5;3;2;1;1;1;1;1;1;1;2;2;1;;1;1;1;2;1;1;2;3;4;4;3;3;5;5;5;6;6;1;1;1;6;5;3;5;5;5;2;1;1;2;2;1;;1;-1;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";3;1;1;2;2;1;2;1;1;1;1;2;1;1;1;1;;-1;6;1;4;-1;1;5;5;4;-3;1;1;1;1;1;1;1;1;;"My use of code pertains to processing data, modeling (using a mixture of existing modeling programs + my own analyses), and plotting. So, my response here does NOT pertain only to software development, but the full workflow of computational research. That said, what would be helpful to me in making my code more reproducible would be clear and simple guidelines and templates -- for the specific code environment (e.g., R, Python) that I use -- things that REDUCE time and effort on doing reproducible/open research, not things that increase time and effort for me and students.

The COMPLEXITY of reproducibility is often underestimated. This issue has been a major topic within the social sciences, and there now exist a nice collection of resources that necessarily reflect the broad range of what is considered ""reproducible"" and there are insights and resources portable to the geosciences, see e.g. https://www.bitss.org/";19;74;57;168;158;743;1219;;2021-03-13 19:16:31;1;0;6;6;0;0;0.77;1
802;;;"base";"interview";2021-03-13 23:54:19;5;;;"53";5;3;2;1;1;1;1;1;1;1;2;2;1;;2;2;2;1;1;1;4;5;3;5;4;2;4;2;2;6;6;2;1;1;5;4;3;3;5;4;1;1;1;1;1;2;"MATLAB";2;2;2;2;1;2;1;1;1;1;1;;1;2;1;1;1;;-2;"FreeBSD";1;1;1;1;1;1;2;3;1;2;2;2;1;1;1;1;;3;4;5;-1;3;4;2;4;1;-1;1;1;1;1;1;1;1;1;;"Quality of code on github is too uneven, some of it first-rate, some of it awful. MATLAB File Exchange is a more reliable venue to look for code about something I work on.
For reproducibility, I've used Code Ocean and plan to use it again. It establishes not just a place for the code, but also for an environment to run it. Therefore, reviewers can test the code without downloading and installing on their own system.
(I ran into a problem trying to review some Jupyter notebooks. I found them difficult to install on my system. I'm not a Python expert, so it would have been nicer to have it on Code Ocean.)";42;88;18;155;295;328;926;;2021-03-14 00:09:45;1;0;6;6;0;0;0.85;7
803;;;"base";"interview";2021-03-14 09:38:02;9;;;"20";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;2;1;1;1;1;5;2;2;3;2;2;2;4;3;2;2;2;1;2;3;4;4;3;3;5;1;1;1;1;2;1;;2;4;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"None";1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;4;5;3;1;3;3;3;4;1;1;1;1;1;1;1;1;2;1;;;9;66;30;153;105;102;465;;2021-03-14 09:45:48;1;0;6;6;2;2;1.33;16
804;;;"base";"interview";2021-03-14 14:05:36;6;;;"3";5;4;2;1;1;1;2;2;1;1;1;2;1;;3;2;2;2;1;1;5;4;4;6;6;4;6;5;4;4;5;5;1;2;4;4;5;6;5;6;-1;1;1;1;1;1;;2;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";2;1;1;2;1;2;1;-2;1;1;1;1;1;1;1;1;;3;6;5;5;6;5;6;6;1;-1;1;1;1;1;1;1;1;1;;"There is must be a plateform globally where students from all over the world may interact each other about there similar research projects and this plateform must be supported from professional institutions like in form of scholarships/fellowships etc.";28;164;8;216;274;353;1043;;2021-03-14 14:22:59;1;0;6;6;0;0;0.97;24
806;;;"base";"interview";2021-03-15 09:44:37;3;;;"1";3;2;2;1;1;1;2;1;1;1;1;1;1;;2;2;1;2;1;1;4;4;3;5;4;4;5;5;4;3;3;5;2;2;4;5;5;6;6;3;2;1;1;1;2;2;"Matlab";3;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;-1;6;5;6;5;3;4;5;3;1;1;1;1;1;1;1;2;1;;"Have more allocated time (i.e. and that relates closely to funding) to prepare codes that are relatively easy to read by others in order to be able to share them. ";11;59;44;196;138;131;579;;2021-03-15 09:54:16;1;0;6;6;0;0;1.09;8
810;;;"base";"interview";2021-03-15 14:54:21;7;"Head of a federal research institute";;"32";5;3;2;1;1;1;1;2;1;1;1;1;2;"Hydraulics";3;2;2;2;1;1;2;1;2;4;3;5;-1;6;2;5;4;3;2;1;5;5;6;4;5;6;1;1;1;2;1;1;;4;4;2;1;1;2;1;2;1;1;1;;-1;1;1;1;1;;-1;;2;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;4;5;5;3;4;5;5;3;2;1;2;1;1;2;1;1;1;;;44;151;41;246;158;107;747;;2021-03-15 15:06:49;1;0;6;6;2;2;0.79;4
816;;;"base";"interview";2021-03-15 21:19:32;2;;;"6";4;2;2;1;1;2;1;1;1;1;1;1;1;;2;2;1;2;1;1;2;5;5;2;3;3;2;5;4;6;6;2;1;1;2;4;3;5;5;2;2;1;2;2;1;1;;3;1;2;1;2;1;2;1;1;1;1;;2;2;2;1;1;;-2;"Creative Commons";2;1;2;1;1;1;2;4;1;1;1;2;2;2;2;1;;4;5;5;3;6;4;5;5;3;3;2;1;1;2;1;1;2;1;;"Include these concepts in courses taught to undergrads and graduate students, and enforce transparency policies with journals.";5;44;12;116;121;107;405;;2021-03-15 21:26:17;1;0;6;6;0;0;1.91;45
824;;;"base";"interview";2021-03-16 13:15:56;1;;;"3";6;2;1;1;1;1;1;1;1;1;2;2;1;;1;1;1;2;1;1;4;4;5;3;4;3;2;5;2;4;3;2;1;2;5;5;4;5;4;4;2;1;1;2;2;1;;2;5;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";3;1;2;2;1;2;1;2;1;1;1;2;1;1;2;1;;-1;5;2;5;-1;-1;5;5;4;-1;1;1;1;1;1;1;1;1;;"My departement does not have enouhg funding to get enough licenses for non open access software/programming languages such as MATLAB. I believe, however, that producing code or software with open access tools would improve reporducibility as more people would be in a position to actually use, review (and perhaps improve) new and existing tools.";3;155;59;264;186;280;947;;2021-03-16 13:31:43;1;0;6;6;0;0;1.02;31
839;;;"base";"interview";2021-03-16 21:32:11;3;;;"17";5;2;2;1;1;1;1;1;1;1;1;2;1;;1;1;2;1;1;1;-1;4;5;5;5;2;2;5;4;5;5;2;2;1;5;5;5;5;5;3;2;2;2;1;1;1;;2;2;1;1;1;1;1;2;1;1;1;;1;2;1;1;1;;-1;;4;1;2;2;2;1;2;-1;1;1;1;1;1;1;1;1;;3;5;5;-1;5;4;5;5;1;2;1;1;2;1;1;1;2;1;;"--";21;90;24;402;3177;341;1040;;2021-03-16 22:39:46;1;0;6;6;0;0;0.63;2
882;;;"base";"interview";2021-03-22 15:01:08;4;;;"20";1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;2;5;5;4;5;3;4;4;2;6;6;2;1;1;4;3;4;3;3;3;3;1;2;2;2;1;;2;3;2;1;1;1;2;1;1;2;1;;3;2;2;2;1;;-2;"GNU";3;1;2;1;1;2;2;2;1;1;1;2;2;1;1;1;;3;5;3;2;2;4;6;6;3;3;1;1;1;1;2;2;2;1;;"Models needs data and produce data. data should go with the FAIR priciples";10;45;11;241;299;383;989;;2021-03-22 15:17:37;1;0;6;6;0;0;1.27;25
883;;;"base";"interview";2021-03-22 16:32:21;2;;;"1";3;2;2;1;1;1;1;1;1;2;1;1;1;;1;1;1;2;1;1;4;4;4;3;4;4;4;5;4;2;2;1;2;1;4;3;2;3;3;6;1;1;1;1;2;1;;2;-2;1;1;1;1;1;1;1;2;1;;-1;1;1;1;1;;-2;"SWMM";1;1;1;1;1;2;1;-2;1;1;1;1;1;1;1;1;;-1;6;6;-1;-1;4;6;6;3;-3;1;1;1;1;1;1;1;1;;"We should increase collaboration across all climate/environment/water disciplines and the biggest challenge around me is to learn languages like R, Linux, C++ etc.";23;70;18;168;131;797;1207;;2021-03-22 16:52:28;1;0;6;6;0;0;0.99;9
885;;;"base";"interview";2021-03-22 16:52:00;2;;;"5";1;2;2;1;1;1;1;1;1;2;1;1;1;;1;1;2;1;1;1;2;5;4;4;4;6;3;6;5;6;6;2;2;1;5;5;6;6;5;5;2;1;1;2;2;1;;2;2;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";2;1;1;2;1;1;2;-1;1;1;1;1;1;1;1;1;;3;6;6;6;6;6;5;5;4;-3;1;1;1;1;1;1;1;1;;"Key is to assume very little to no experience when documenting your code. In general, good documentation is key, it is surprising how little it happens.";33;145;38;260;127;272;875;;2021-03-22 17:06:35;1;0;6;6;0;0;0.72;2
887;;;"base";"interview";2021-03-22 18:20:15;3;;;"8";3;1;2;1;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;3;5;4;3;3;3;4;4;2;5;5;1;1;1;3;3;4;5;5;1;1;1;2;1;1;1;;1;2;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-2;"BSD, GNU";2;1;2;2;1;1;1;5;2;2;2;2;2;1;1;1;;4;5;-1;6;3;6;3;3;4;3;1;1;2;1;1;2;2;1;;"I don't know.";2;52;4;115;87;70;330;;2021-03-22 18:25:45;1;0;6;6;0;0;2.18;132
888;;;"base";"interview";2021-03-22 21:06:03;7;"research software developer";;"3";2;2;2;1;1;1;1;1;1;2;1;1;1;;1;1;1;1;1;2;5;2;5;5;4;5;6;3;2;5;6;2;2;2;4;3;6;2;6;6;2;1;1;2;1;2;"Bash";3;1;4;1;1;2;2;1;2;2;1;;4;2;2;2;2;"Autoformatters, Pre-commit hooks, Test Coverage, ";-2;"Apache License";3;1;2;1;1;2;2;5;1;2;2;2;2;1;2;1;;3;5;6;6;4;5;6;6;3;-1;1;1;1;1;1;1;1;1;;;8;2476;4;152;217;54;513;;2021-03-22 21:54:34;1;0;6;6;2;2;1.59;79
904;;;"base";"interview";2021-03-23 17:41:02;3;;;"8";2;3;2;1;1;1;1;1;2;2;1;1;1;;2;1;2;2;1;1;4;5;5;5;5;4;5;3;2;6;6;4;2;1;3;2;4;2;5;1;2;1;1;2;2;1;;2;2;2;1;1;1;1;1;1;2;2;"git reviews with other researchers on the same project";2;2;2;1;1;;-2;"GPL or CC-4.0 non-commercial";3;1;2;2;1;1;2;3;1;1;1;2;2;1;2;1;;2;5;5;6;5;4;4;5;3;3;1;2;2;1;1;1;2;1;;"There should be more courses on ""code documentation"" and ""publishing your code"" e.g. as public packages - not only at the university/institution level but internationally as well. From my experience, most people code for their own purposes, but they are willing (or even happy) to share their code, but they feel embarassed of its structure and functionality. To overcome this, they do not only need to learn the best practices, but also how to publish code; from small packages for simple tasks to complex packages for complex tasks. For the latter, often time to maintain these packages is lacking ? this should be accounted for somehow. ";6;82;45;189;199;662;1183;;2021-03-23 18:00:45;1;0;6;6;0;0;0.99;11
905;;;"base";"interview";2021-03-23 18:49:47;2;;;"2";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;1;6;5;5;6;1;4;3;3;6;5;1;2;2;6;6;1;6;6;1;1;1;1;2;1;1;;2;5;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"None";2;1;2;1;1;1;2;2;1;1;1;2;1;1;2;1;;3;-1;6;6;6;4;6;6;4;1;1;1;1;1;1;1;1;2;"sensitive data/privacy and legal issues";"Pay people who conduct peer review, and require reproducability be taken into account in the peer review process";33;102;45;161;142;127;610;;2021-03-23 18:59:57;1;0;6;6;0;0;0.89;4
954;;;"base";"interview";2021-03-26 15:16:35;4;;;"11";1;1;1;1;1;1;1;1;1;1;1;1;2;"Geophysics";1;1;2;1;1;1;2;6;6;5;4;3;6;2;1;6;6;1;1;1;6;6;5;6;6;1;2;1;2;2;1;1;;1;1;6;1;1;2;2;2;2;2;2;"continuous-integration";2;2;1;2;1;;-2;"BSD 3-Clause, MIT";2;1;2;1;1;1;2;5;2;2;1;2;2;2;1;1;;2;6;6;3;2;6;4;4;1;-1;1;1;1;1;1;1;1;1;;"The most effective measures would be to change the incentives and provide learning opportunities. Currently, the incentive is to publish a lot and not worry about quality/reproducibility. As long as we are measured on how many papers are published in top journals, reproducibility will be at best a low priority. If funding/hiring/promotion is based on quality and reproducibility, then we'll invest in that. Teaching skills like https://software-carpentry.org fills in the gaps to get people to this standard.";19;69;21;142;141;213;605;;2021-03-26 15:26:40;1;0;6;6;0;0;1.08;8
1014;;;"base";"interview";2021-04-02 12:58:56;6;;;"2";6;3;2;1;2;1;1;1;1;1;2;1;1;;2;2;2;1;1;1;6;3;4;6;6;2;4;5;4;6;6;4;2;2;2;2;3;1;2;1;1;1;1;2;1;1;;2;2;-1;1;1;1;1;1;1;1;1;;1;1;1;1;2;"Jupyter notebook";-2;"none";2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;"ArcGIS, Django";3;6;6;6;6;6;5;5;1;1;1;1;1;1;1;1;2;1;;"Conduct more seminars, webinars, conferences.";20;130;34;200;245;175;804;;2021-04-02 13:12:20;1;0;6;6;0;0;0.77;0
1018;;;"base";"interview";2021-04-03 18:42:06;9;;;"12";5;2;1;1;1;1;1;1;1;1;2;1;2;"Engineering Seismology";2;2;2;1;1;1;4;2;2;5;5;2;3;3;3;5;4;3;1;1;4;4;6;6;5;4;2;1;1;2;1;2;"Matlab";4;4;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;1;2;1;1;2;-1;1;1;1;1;1;1;1;1;;3;6;4;3;1;1;5;6;1;-1;1;1;1;1;1;1;1;1;;"Improve sharing culture of open access data - data is often the problem";9;128;52;208;243;170;810;;2021-04-03 18:55:37;1;0;6;6;0;0;0.86;5
1203;;;"base";"interview";2021-04-14 08:03:51;9;;;"20";5;4;2;1;1;1;1;1;1;2;2;2;1;;2;2;1;2;1;1;3;2;2;5;4;3;3;4;4;4;4;4;2;2;4;4;3;5;3;3;1;2;1;1;1;1;;2;-2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;5;-1;-1;-1;-1;-1;-1;-1;3;-3;1;1;1;1;1;1;1;1;;"Open Science ";11;161;21;195;145;61;594;;2021-04-14 08:13:46;1;0;6;6;0;0;1.3;20
1214;;;"base";"interview";2021-04-14 08:44:45;4;;;"18";2;2;2;1;1;1;1;1;1;1;1;2;1;;1;1;2;1;1;1;3;5;6;6;4;3;5;3;3;6;5;4;2;1;3;5;4;2;3;3;2;1;1;2;1;2;"Matlab";2;3;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"GPL";2;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;5;4;4;4;4;3;3;1;-1;1;1;1;1;1;1;1;1;;"Put reproducibility as ""mandatory"" in the publication of our scientific results";6;7210;49;290;418;573;1414;;2021-04-14 11:07:11;1;0;6;6;0;0;0.71;11
1227;;;"base";"interview";2021-04-14 12:53:08;9;;;"15";5;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;2;1;1;1;6;1;1;6;6;6;6;1;1;6;6;6;2;2;1;1;1;5;4;3;2;1;2;1;1;2;"Matlab";4;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;2;1;1;1;2;-2;1;1;1;1;1;1;1;1;;4;5;3;2;5;1;3;4;1;1;1;1;1;1;1;1;2;1;;"not sure";4;81;7;135;138;76;441;;2021-04-14 13:00:29;1;0;6;6;0;0;1.91;62
1237;;;"base";"interview";2021-04-14 12:55:24;3;;;"10";6;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;2;5;5;4;4;1;5;4;3;5;4;1;2;1;5;5;5;6;5;4;2;1;1;2;2;1;;2;1;2;1;1;2;2;1;1;1;1;;2;2;2;1;1;;-2;"none";1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;;3;5;3;3;1;2;2;5;1;1;1;1;1;1;1;1;1;2;"I have not spent a lot of time thinking about the subject, but I do publish my code on github";"Make code publication mandatory, including working examples (at least small sample dataset). As witht he EGU copernicus journals, require data publication on some repository. If the latter is not possible due to data restrictions, require data repository of processed dataset (e.g. alternated values - same data disstribution and trend ...) and the entire post-processing workflow.";15;59;4;129;126;301;634;;2021-04-14 13:05:58;1;0;6;6;0;0;1.4;64
1252;;;"base";"interview";2021-04-14 12:59:38;2;;;"5";6;2;2;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;1;5;6;4;2;2;4;6;4;4;4;1;2;2;5;6;4;6;6;3;2;1;1;2;2;1;;2;5;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";2;1;1;1;1;2;2;-1;1;1;1;1;1;1;1;1;;-1;6;6;5;5;3;5;5;1;3;1;1;1;2;1;2;2;1;;"Make data and code publicly available and thoroughly documented";7;86;11;152;129;125;510;;2021-04-14 13:08:08;1;0;6;6;0;0;1.56;29
1261;;;"base";"interview";2021-04-14 13:10:47;7;"Researcher";;"2";3;3;2;1;1;1;1;2;1;1;1;2;1;;2;2;1;1;1;2;4;3;3;4;4;5;3;-1;-1;6;5;2;1;2;4;4;5;5;2;2;2;1;1;2;2;1;;2;3;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-1;;1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;1;6;6;5;3;5;6;6;4;1;1;1;1;1;1;2;1;1;;"Require code to be published/available if it is used/referenced in a manuscript.";9;120;14;172;264;103;682;;2021-04-14 13:22:09;1;0;6;6;0;0;1.26;19
1262;;;"base";"interview";2021-04-14 13:12:19;9;;;"20";6;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;1;2;1;1;5;3;4;5;3;5;5;3;2;3;3;5;1;1;6;5;4;6;6;6;3;1;1;2;2;2;"Legacy (meta) languages in MS Office and ESRI: VBcode, AML (1981-1999), model builder. TBX ";3;-2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"None";3;1;2;2;1;1;2;-1;1;1;1;1;1;1;1;1;;3;6;4;4;3;-1;4;4;4;3;1;1;1;1;2;1;2;2;"Priority. I publish open data... I publish maps... I include scripts/code in some datasets... For others, it is so legacy format, that I archive it privately. ";"Hybrid research with computational and data collection/creation and data product production goals... Besides writing papers.... They suffer from time pressure to fulfill ideal standards of documentation and have everything reviewed. Time wise this is not possible and it is a perverse thing to ask to young researchers unless also older PhD thesis requirements are dropped in number of chapters etc. I also think that open data should be 'reviewed by usage', after its publication, and be allowed to be corrected/updated/version managed without having to make a new doi or whatever.. 'living' data or 'living code' (services) is/are more important than published static data and code (archives) ";4;126;41;256;378;616;1421;;2021-04-14 13:36:00;1;0;6;6;0;0;0.96;21
1270;;;"base";"interview";2021-04-14 14:07:22;2;;;"22";5;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;4;3;2;6;5;1;5;1;1;6;5;1;1;1;6;6;3;5;2;3;1;1;1;2;1;1;;2;2;1;1;1;1;1;1;1;1;2;"Maybe?";1;2;1;1;1;;-2;"MIT";3;1;1;2;2;1;2;3;1;1;1;2;2;1;2;1;;2;6;6;6;2;4;1;3;4;-1;1;1;1;1;1;1;1;1;;;14;92;43;230;214;83;676;;2021-04-14 14:18:38;1;0;6;6;2;2;0.99;7
1271;;;"base";"interview";2021-04-14 14:08:01;3;;;"15";3;1;1;1;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;1;5;2;2;6;-1;-1;3;2;2;-1;-1;2;2;2;-1;-1;-1;-1;-1;-1;1;1;1;2;1;1;;2;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;"ESRI's ArcGIS";4;-1;-1;-1;-1;5;5;5;4;-3;1;1;1;1;1;1;1;1;;"n/a";65;68;46;118;140;72;509;;2021-04-14 14:16:30;1;0;6;6;0;0;1.14;16
1272;;;"base";"interview";2021-04-14 14:19:13;2;;;"4";4;1;1;1;1;1;1;1;2;1;1;1;1;;1;1;1;1;2;1;4;5;4;4;4;5;4;4;4;3;4;4;1;1;4;3;4;4;4;3;1;1;1;2;1;1;;2;2;1;1;1;1;2;1;1;1;1;;1;1;2;1;1;;-1;;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;;4;3;4;4;3;3;4;4;2;1;1;1;1;2;1;1;1;1;;;2;27;2;16;15;21;83;;2021-04-14 14:20:37;1;0;6;6;2;2;2.98;366
